MACHO_Id,Amplitude,AndersonDarling,B_R,Beyond1Std,Bmean,CAR_sigma,CAR_tau,CAR_tmean,Con,Eta_B_R,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,LinearTrend,MaxSlope,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Q31,Q31B_R,Rcs,Skew,SlottedA,SmallKurtosis,Std,StetsonJ,StetsonK,StetsonK_AC,StetsonL,autocor,automean,meanvariance,Psi_CS,Psi_eta,Class
1.3441.3831,1.0925,6.043558432,-0.17915322,0.259326661,-3.215192903,-0.262618066,1.840803572,-1.746624654,9.12E-04,9679.709907,781.6811431,0.121068249,0.223145401,0.344807122,0.497329377,0.722255193,7.79E-05,94.11646786,0.285,0.6633303,-0.033333333,-0.755436495,-0.531043177,0.092600746,0.195507454,0.5805,0.698,0.068650538,-0.505827443,4,1.606746782,0.512437114,0.205462409,0.747866646,0.592358371,0.09623374,2,-3.215192903,-0.159379897,0.051374391,2.024198038,2
1.3441.3832,1.287,7.396203292,-0.242312533,0.259615385,-2.844971154,0.397474962,1.82058386,-1.562669656,0,12936.97884,1853.963036,0.119559518,0.216046146,0.327215522,0.486628212,0.734137389,7.68E-05,172.1330017,0.3145,0.700961538,0.1,-1.144927536,-0.674089784,0.073759596,0.372341132,0.6225,0.85,0.050725862,-0.414871533,4,2.496756903,0.604949131,0.084472393,0.724058049,0.590495174,0.043622135,2,-2.844971154,-0.212638054,0.058666588,1.99000456,2
1.3441.3833,1.2575,6.131764181,-0.040094836,0.292471042,-2.909468147,0.266792862,2.832240927,-1.027267179,0,570.5037571,1313.225223,0.119266055,0.206931702,0.325178389,0.48470948,0.72579001,7.55E-05,186.5573771,0.319,0.637065637,0.1,-0.927777778,-0.68125,363.0463704,0.691851951,0.63775,0.774,0.052467089,-0.504033365,4,1.37047027,0.586527021,0.077385685,0.742972377,0.576796988,0.046921381,2,-2.909468147,-0.201592522,0.067787234,1.983016937,2
1.3441.3834,1.42125,5.82720894,-0.112846009,0.258726899,-2.833781314,0.262153055,4.607302726,-0.615062973,0,17848.58309,1195.625094,0.127885503,0.216066482,0.331486611,0.474607572,0.72299169,8.43E-05,147.4779462,0.3555,0.659137577,0.1,-1.110023144,-0.771230194,352.7858575,0.224666555,0.71775,0.9555,0.065868162,-0.37538997,4,1.822623064,0.666877538,0.089231793,0.737052674,0.584527965,0.04972392,2,-2.833781314,-0.235331335,0.066833614,1.918666037,2
1.3441.3835,1.6135,4.844952776,0.124913527,0.342948718,-2.545798077,6.427746186,0.012315104,-206.7216056,0,2716.212911,2727.941685,0.122974657,0.222268384,0.348982135,0.497714998,0.723722476,8.70E-05,230.3234644,0.4215,0.612179487,0.1,-1.383131092,-0.957628804,0.997203514,0.001883504,0.84025,0.94325,0.080870421,-0.577671533,4,1.678550931,0.738909692,0.196784727,0.743410105,0.632560087,0.096413722,2,-2.545798077,-0.290246779,0.063909143,1.953593848,2
1.3441.3836,1.1955,4.66411496,-0.053719748,0.270633397,-2.910209213,0.257954232,2.076455968,-1.401527053,0,2337.307896,1107.215872,0.125068871,0.217630854,0.35922865,0.504132231,0.723966942,5.95E-05,98.61341055,0.3205,0.674664107,-0.166666667,-1.042273042,-0.628898129,363.0450911,0.029005373,0.65125,0.7665,0.056193252,-0.419089373,4,1.929517138,0.562032007,0.179488318,0.742772305,0.575449129,0.0982498,2,-2.910209213,-0.193124262,0.055884168,1.875971235,2
1.3441.384,0.229,36.75055886,0.436332655,0.171742809,-5.410752115,-0.831730738,0.008861996,-610.556842,0,7385.911089,2055.188375,0.106796117,0.200647249,0.30420712,0.44012945,0.673139159,1.26E-05,46.69098491,0.046,0.881556684,0.033333333,-0.143201186,-0.057243423,363.0463704,0.268237159,0.094,0.085,0.068565434,-1.208418161,4,9.951877147,0.113720724,0.195743084,0.641181962,0.564229436,0.071390935,2,-5.410752115,-0.021017545,0.057008627,1.925932332,2
1.3441.385,0.1785,32.56657734,0.231626638,0.172704297,-5.609719461,0.02003434,2.823912224,-1.986506313,0,3287.695806,1186.418933,0.1125,0.2,0.304166667,0.425,0.6375,7.15E-06,22.97568592,0.037,0.902274642,-0.3,-0.140792291,-0.042826552,0.997258373,0.002594935,0.073,0.078,0.051283403,-1.067111047,4,11.6010473,0.085589376,0.107953161,0.644748013,0.619429692,0.047537233,2,-5.609719461,-0.015257336,0.066945336,1.96972004,2
1.3441.386,0.1875,11.44806337,0.377273352,0.214586255,-5.445091164,-0.04231694,1.451696938,-3.750845664,0,3418.426086,2116.266324,0.116607774,0.219081272,0.310954064,0.469964664,0.689045936,1.12E-05,17.82088881,0.043,0.807854137,0.1,-0.095789667,-0.052031623,3.314131527,0.723376821,0.088,0.1065,0.058138373,-0.099150589,4,5.492901908,0.095564867,0.061724528,0.685002882,0.609307081,0.028799213,2,-5.445091164,-0.017550646,0.059259174,1.926778458,2
1.3441.387,0.099,21.1590882,-0.437271861,0.186455585,-6.237319261,0.290367239,0.009790869,-637.0546894,0,5604.004446,2601.677411,0.123287671,0.219178082,0.308219178,0.424657534,0.643835616,-5.01E-06,23.94230053,0.022,0.874230431,0.033333333,-0.050184384,-0.02340869,0.997193988,1.29E-04,0.045,0.0615,0.076443953,-0.008588934,4,7.139922122,0.048434499,0.051915864,0.673675359,0.54555487,0.025317887,2,-6.237319261,-0.007765275,0.066534574,1.864543299,2
1.3441.388,0.106,36.05665384,-0.416027422,0.177664975,-6.226605753,0.172755529,0.039506931,-157.6079346,0,3248.939053,998.1336293,0.0875,0.175,0.2625,0.3875,0.6125,1.62E-06,10.17869261,0.021,0.861252115,-0.033333333,-0.05151661,-0.025678061,0.332426222,0.142679757,0.042,0.064,0.038394847,0.773917559,4,7.177820454,0.052357164,0.073890256,0.642191506,0.569001237,0.033385528,2,-6.226605753,-0.00840862,0.060810873,1.994995428,2
1.3441.389,0.21225,24.94067675,0.469553029,0.197943445,-5.320464439,1.247054472,0.001307474,-4069.270113,8.58E-04,3878.275565,1594.156533,0.122866894,0.201365188,0.307167235,0.42662116,0.662116041,-4.03E-07,27.52086626,0.045,0.850042845,-0.033333333,-0.127771514,-0.055054491,0.0496352,0.209630343,0.0895,0.09,0.038529526,-0.914634761,4,7.210182512,0.099772115,0.053847449,0.66451681,0.536514301,0.025356083,2,-5.320464439,-0.01875252,0.053151665,1.99381045,2
1.3441.39,0.062,0.395032813,1.010321138,0.325203252,-7.429395325,-0.02657704,2.491984106,-2.981317299,0.00101833,2128.021788,317.5911663,0.169811321,0.273584906,0.41509434,0.566037736,0.79245283,3.64E-06,4.297670212,0.0215,0.584349593,-0.1,-0.018776499,-0.014267447,21.61025577,3.70E-19,0.044,0.029,0.073221881,0.102341238,8,0.095280485,0.032104618,0.543225459,0.804186149,0.758773317,0.399119974,3,-7.429395325,-0.004321296,0.102479841,1.77076631,2
1.3441.390,0.245,27.42603684,0.549626568,0.198105082,-5.274183463,-0.007742719,50.78836562,-0.103846292,0,3474.732111,1101.217599,0.112391931,0.198847262,0.305475504,0.443804035,0.723342939,2.69E-06,39.55684436,0.052,0.848406546,-0.233333333,-0.146641438,-0.065657521,0.332702613,0.049269187,0.106,0.117,0.033051611,0.131103591,4,6.743597706,0.121684381,0.03511765,0.665391314,0.531017142,0.011044065,2,-5.274183463,-0.023071701,0.057676199,1.934251571,2
1.3441.391,0.1985,23.49811164,0.409575483,0.186147186,-5.422208658,0.005518768,38.85580895,-0.139546925,8.67E-04,3083.394903,1346.570913,0.119521912,0.207171315,0.310756972,0.454183267,0.677290837,1.34E-05,31.00602274,0.039,0.858008658,0.033333333,-0.1,-0.046309963,355.1528065,0.002336726,0.078,0.076,0.064759856,-0.423282545,4,5.402025025,0.087259561,0.135283679,0.672467289,0.602114472,0.062105339,2,-5.422208658,-0.016092992,0.068863512,1.950577701,2
1.3441.392,0.2075,20.44421507,0.56017321,0.173629243,-5.283244125,0.003212267,95.59766347,-0.055265411,0,871.0256867,1582.995318,0.104234528,0.19218241,0.276872964,0.403908795,0.628664495,-3.85E-06,27.79699769,0.043,0.896866841,-0.1,-0.159947,-0.058110922,0.659620472,0.454723914,0.0845,0.125,0.041352944,-0.743174358,4,11.59005785,0.10436374,-0.056087913,0.6392893,0.6135718,-0.019729097,2,-5.283244125,-0.019753723,0.058948805,1.911392623,2
1.3441.393,0.28,17.45219486,0.430359705,0.212531753,-5.330935648,-1.51E-09,0.594942841,-8.9604165,0,14569.78053,3829.259556,0.117794486,0.215538847,0.335839599,0.481203008,0.729323308,3.10E-05,92.66290402,0.067,0.850127011,-0.1,-0.176304919,-0.074915509,5445.695556,0.063458644,0.134,0.134,0.085217581,-0.540341127,4,6.103020234,0.139583022,-0.02941194,0.684398173,0.548528594,-0.013692656,2,-5.330935648,-0.026183588,0.085217581,1.925246028,2
1.3441.394,0.229,35.30738697,0.46515269,0.180520571,-5.352982368,0.011634755,5.387050143,-0.993675987,8.41E-04,7603.822215,2083.591328,0.093851133,0.177993528,0.275080906,0.404530744,0.618122977,7.13E-08,54.44738452,0.042,0.843828715,0.1,-0.130678632,-0.057767807,0.112572897,0.396172505,0.0845,0.1045,0.035588381,-0.944242939,4,6.996101078,0.105941902,0.007891056,0.640070619,0.55029075,0.003894882,2,-5.352982368,-0.019791192,0.048038984,1.977914738,2
1.3441.395,0.1735,21.04488472,0.386270007,0.193493151,-5.46405137,-0.282723504,0.033071931,-165.2171883,8.58E-04,7406.410056,2025.117533,0.12,0.208,0.32,0.452,0.684,1.84E-06,38.89173934,0.039,0.872431507,-0.1,-0.120740198,-0.045804324,0.997193988,2.18E-05,0.08,0.082,0.041760211,-0.541163352,4,7.399117428,0.08429588,0.183827129,0.68078107,0.619223336,0.095076827,2,-5.46405137,-0.015427359,0.071023524,1.805516018,2
1.3441.396,0.1625,28.01989031,0.187021395,0.182278481,-5.629508017,0.306376577,0.018197848,-309.3502131,0,2892.344613,2281.460519,0.105990783,0.202764977,0.30875576,0.465437788,0.69124424,1.55E-07,43.55790762,0.034,0.892827004,-0.166666667,-0.104318465,-0.038564066,0.051899456,0.007493905,0.067,0.0835,0.039522805,-1.136554059,4,9.684366496,0.079414153,0.028955301,0.646953615,0.515240743,0.013947229,2,-5.629508017,-0.014106766,0.052414583,1.963484496,2
1.3441.397,0.1175,31.53823136,-0.355841408,0.170710572,-6.141423744,-0.294574624,0.024441932,-251.2658874,0,6433.835491,950.2355876,0.122580645,0.219354839,0.322580645,0.458064516,0.683870968,-1.02E-05,11.97115027,0.025,0.905545927,-0.166666667,-0.067024565,-0.025215552,0.997254859,4.24E-08,0.05,0.0645,0.095970824,0.753292509,4,9.963165171,0.057146955,0.082094131,0.651653844,0.596616558,0.044097671,2,-6.141423744,-0.009305164,0.080225033,1.913418564,2
1.3441.398,0.2235,10.3345999,0.489190012,0.223076923,-5.276112088,-0.005179994,76.67113747,-0.06881484,0,1147.03381,526.7310996,0.12979351,0.221238938,0.336283186,0.477876106,0.716814159,-6.45E-06,12.85810965,0.057,0.843956044,0.166666667,-0.15903067,-0.064180235,0.997253416,0.278091491,0.114,0.115,0.045062991,-0.222692299,4,5.865863726,0.112082047,0.050346422,0.706496223,0.54601254,0.026906688,2,-5.276112088,-0.021243303,0.076161322,1.946709145,2
1.3441.399,0.6165,18.46233997,0.326611726,0.238539898,-5.54087691,-0.11256501,2.312961027,-2.395577291,0.00170068,2475.931109,815.7836716,0.103703704,0.180952381,0.284656085,0.445502646,0.692063492,4.31E-05,73.76494482,0.132,0.710526316,0.033333333,-0.276425717,-0.171630948,0.997312168,5.31E-04,0.2685,0.20075,0.068422543,-0.827674582,4,2.972543105,0.289944543,0.457457257,0.707909503,0.583953651,0.208841526,2,-5.54087691,-0.052328277,0.06363177,1.924211107,2
1.3441.40,0.0755,3.79220698,0.958164835,0.266108787,-7.471989121,0.02545484,2.835767455,-2.634908976,0,11377.47824,1810.553389,0.152542373,0.271186441,0.398305085,0.56779661,0.745762712,8.24E-06,17.84519294,0.023,0.684518828,0.1,-0.023962517,-0.015796519,0.997197502,1.28E-30,0.047,0.03775,0.131265307,-0.288305413,4,2.194972012,0.038535197,0.404808131,0.758932086,0.804973165,0.26716427,2,-7.471989121,-0.005157288,0.110005221,1.513615655,2
1.3441.400,0.3945,21.1538064,0.520131159,0.207317073,-5.38405662,-0.031293058,10.09855642,-0.533151115,0,1467.629341,1625.896641,0.106343284,0.197761194,0.296641791,0.438432836,0.679104478,9.57E-06,60.9607165,0.081,0.798780488,-0.033333333,-0.179591837,-0.099443414,0.997254859,5.41E-36,0.1575,0.1585,0.051475036,-0.110494157,4,4.469334683,0.179503058,0.339837632,0.676038139,0.832240336,0.137188513,2,-5.38405662,-0.033339742,0.107129559,1.627350575,2
1.3441.401,0.188,23.34418747,0.361683509,0.205456095,-5.440401535,0.988510103,0.00198146,-2745.653565,8.54E-04,7310.295556,2070.785896,0.096525097,0.185328185,0.293436293,0.432432432,0.656370656,2.58E-06,29.81772206,0.037,0.84057971,-0.166666667,-0.114832536,-0.047662863,355.154058,0.085106392,0.076,0.084,0.04324292,-0.729011073,4,6.49968027,0.084838334,0.116505574,0.671666737,0.586577331,0.042022431,2,-5.440401535,-0.015594131,0.053055719,1.944470685,2
1.3441.402,0.212,40.9752261,0.298360238,0.170176917,-5.492505476,0.475815255,0.008036079,-683.4808096,0,2513.504346,2259.938583,0.108108108,0.189189189,0.287162162,0.405405405,0.652027027,-2.51E-06,45.30332679,0.041,0.865206403,0.033333333,-0.149881624,-0.053906392,0.053570353,0.348108156,0.085,0.09625,0.028020291,-1.696918535,4,12.37833515,0.108028144,0.049058274,0.617944177,0.535569469,0.021055786,2,-5.492505476,-0.019668281,0.054465096,2.026638634,2
1.3441.403,0.1365,32.27892461,-0.090657232,0.179376083,-5.910352686,-1.505410744,0.00108709,-5436.857923,0,6947.059511,2765.30651,0.106382979,0.186170213,0.287234043,0.420212766,0.622340426,-1.58E-06,24.84687894,0.026,0.878682842,-0.1,-0.093168752,-0.031788975,0.99725129,0.395691092,0.05375,0.07,0.044339331,-0.862860541,4,11.57924015,0.064961764,0.05968753,0.639713321,0.525960588,0.027415437,2,-5.910352686,-0.010991182,0.068865638,1.995935452,2
1.3441.404,0.219,20.95495458,0.386682249,0.193482688,-5.344416497,-0.016919243,9.800617977,-0.545314235,0,4536.233335,1584.619377,0.103773585,0.194968553,0.29245283,0.424528302,0.660377358,-1.95E-06,42.13311625,0.046,0.82586558,0.033333333,-0.123505232,-0.05941704,0.077655507,0.056278077,0.093,0.106,0.056587485,0.764668985,4,5.524756457,0.104214415,0.071463669,0.675423384,0.585793959,0.034139298,2,-5.344416497,-0.019499681,0.058937966,1.878416321,2
1.3441.405,0.101,13.01301537,-0.344201933,0.210970464,-6.153761181,-0.002393494,76.19811108,-0.080760023,8.45E-04,4289.286885,3537.66375,0.120253165,0.215189873,0.329113924,0.46835443,0.689873418,1.64E-06,28.34809798,0.026,0.816033755,0.166666667,-0.046643914,-0.025678531,0.997258373,3.86E-06,0.052,0.075,0.060745225,0.039499513,4,4.586516114,0.051462226,0.028958832,0.703123124,0.633974164,0.013747171,2,-6.153761181,-0.008362727,0.0798695,1.881629954,2
1.3441.406,0.201,28.91795967,0.313667315,0.195614035,-5.436158772,0.446076881,0.00890199,-610.6678397,0,2065.793146,2725.97855,0.095070423,0.169014085,0.271126761,0.404929577,0.637323944,2.67E-06,46.17752692,0.037,0.821052632,0.033333333,-0.095938247,-0.052196287,0.099988549,0.864669224,0.07625,0.092,0.032549721,0.24277211,4,5.434953735,0.093446759,0.014831246,0.656305398,0.58113664,0.005588916,2,-5.436158772,-0.017189851,0.057573582,2.016557073,2
1.3441.407,0.534,9.932345985,0.553900406,0.233076264,-5.229186804,-0.009128998,167.0117103,-0.0313103,0,5071.073782,2233.920652,0.131325301,0.218072289,0.336144578,0.489156627,0.738554217,-1.19E-05,106.4135454,0.14,0.742073693,-0.033333333,-0.27347172,-0.15806513,0.997258373,1.37E-19,0.2775,0.227,0.070239195,0.246558697,4,2.887138096,0.26347408,0.178121058,0.729596449,0.774416396,0.103300911,2,-5.229186804,-0.050385287,0.095286161,1.794678873,2
1.3441.408,0.134,12.17828818,-0.509667956,0.22425829,-6.24926178,0.924248416,0.003963689,-1576.627857,0,7328.992671,1229.909121,0.134020619,0.231958763,0.355670103,0.510309278,0.726804124,-3.89E-06,21.26552159,0.034,0.882198953,0.033333333,-0.078943155,-0.031064852,0.994564413,2.38E-06,0.069,0.076,0.065327048,0.201172648,4,7.771608604,0.065863584,0.095878476,0.706274595,0.648796798,0.039727685,2,-6.24926178,-0.010539418,0.079217478,1.936132996,2
1.3441.409,0.1755,29.13271853,0.271631408,0.18483816,-5.513752981,0.05029293,0.733923132,-7.51271181,0.001706485,7652.823446,957.5767947,0.099206349,0.182539683,0.305555556,0.436507937,0.666666667,4.55E-06,21.77895381,0.0385,0.858603066,0.033333333,-0.106935367,-0.045751634,0.089028456,0.183662801,0.077,0.086,0.066913041,-0.907519784,4,8.496711921,0.087818723,0.124961879,0.648984482,0.548050182,0.05973099,2,-5.513752981,-0.015927214,0.059561046,2.027609056,2
1.3441.41,0.064,0.645961829,1.043227986,0.30464135,-7.291409283,-0.025789611,2.652769457,-2.748602696,8.45E-04,16953.02221,1894.016976,0.150943396,0.264150943,0.386792453,0.575471698,0.783018868,7.08E-06,15.06690549,0.021,0.633755274,-0.166666667,-0.021941854,-0.014536478,355.154058,7.17E-40,0.041,0.0295,0.146472306,0.050433617,8,0.925462042,0.033237396,0.484713401,0.78056757,0.834796614,0.311216988,3,-7.291409283,-0.004558432,0.126401722,1.467147657,2
1.3441.410,0.1445,5.435173533,-0.549173864,0.255050505,-6.270484848,0.004927023,41.01276798,-0.152891042,8.43E-04,4251.792736,2396.462776,0.140909091,0.236363636,0.359090909,0.504545455,0.722727273,1.40E-05,32.72537781,0.04,0.773569024,-0.033333333,-0.06504065,-0.035070939,0.997136637,4.81E-12,0.079,0.16425,0.075862974,0.182337591,4,2.646361532,0.069208091,0.276397798,0.74258173,0.63442314,0.157060441,2,-6.270484848,-0.01103712,0.071337378,1.868572304,2
1.3441.411,0.2315,16.80967753,0.40329735,0.210393965,-5.34453311,-0.018952431,10.35532273,-0.516114587,0,8001.187962,3223.162312,0.131805158,0.226361032,0.338108883,0.489971347,0.719197708,-7.43E-06,66.70140701,0.06,0.879295893,0.033333333,-0.178404633,-0.065197086,0.997258373,4.73E-06,0.118,0.125,0.046823906,0.553428503,4,6.63309251,0.119732522,0.069689433,0.695910032,0.557304765,0.031709105,2,-5.34453311,-0.022402803,0.064754934,1.839151252,2
1.3441.412,0.4765,48.68146052,0.458641186,0.175710594,-5.362265289,-0.257374689,0.116155598,-46.16450143,8.63E-04,4872.2552,2583.545082,0.068807339,0.131498471,0.204892966,0.339449541,0.597859327,1.25E-05,138.0626223,0.067,0.821705426,-0.166666667,-0.270638775,-0.122151662,0.997258373,4.75E-19,0.134,0.117,0.066349256,-1.71674169,4,8.759830791,0.212010133,0.312972482,0.607912435,0.780116106,0.125762316,2,-5.362265289,-0.03953742,0.077997162,1.814923618,2
1.3441.413,0.19075,28.47831573,0.327823759,0.191289496,-5.404015371,0.528317387,0.008323593,-649.2406955,8.55E-04,2703.556659,2703.394875,0.1,0.184,0.292,0.44,0.68,8.03E-06,45.57959698,0.036,0.874466268,-0.1,-0.124768604,-0.046279156,0.116327874,0.744416163,0.073,0.092,0.037017875,-0.581492183,4,8.058509561,0.086860518,0.047523599,0.649241998,0.523652336,0.023049971,2,-5.404015371,-0.016073329,0.054764777,2.011299991,2
1.3441.414,0.174,25.84359806,0.039344384,0.190596138,-5.689874055,-0.007185067,39.23560234,-0.14501814,0,7936.315969,1579.694954,0.114173228,0.208661417,0.311023622,0.452755906,0.677165354,3.99E-06,33.66336635,0.04,0.887489505,0.166666667,-0.110428371,-0.044592697,0.997319252,6.47E-05,0.079,0.10325,0.055900004,0.929497339,4,8.096929551,0.088805881,0.019401608,0.666116955,0.638742555,0.010287875,2,-5.689874055,-0.015607706,0.056917988,1.954737984,2
1.3441.415,0.126,26.8151175,-0.038350935,0.191979522,-5.850046075,0.028725655,0.920264328,-6.356919308,0,3931.313581,1233.511357,0.111111111,0.211111111,0.305555556,0.427777778,0.677777778,-2.33E-07,15.4883574,0.0275,0.888225256,-0.166666667,-0.091499914,-0.030785018,0.047864709,0.640019835,0.055,0.07475,0.04858128,-1.059420821,4,9.970540379,0.063249368,0.159765438,0.657124589,0.55897386,0.087237071,2,-5.850046075,-0.010811773,0.047266844,1.945464081,2
1.3441.416,0.09125,16.49075447,-0.467216984,0.218502203,-6.228413216,0.219661074,0.020210399,-308.1786409,0.001765225,2172.368939,1493.306689,0.111111111,0.2,0.311111111,0.451851852,0.696296296,-8.57E-06,19.33229236,0.021,0.843171806,-0.1,-0.046885035,-0.021676301,2.018821008,0.001216418,0.0415,0.062,0.093554909,-0.085163077,4,6.557952349,0.044638866,0.04987613,0.68378722,0.543476764,0.028063221,2,-6.228413216,-0.007166972,0.07316503,1.891675185,2
1.3441.417,0.22,28.17684946,0.416950089,0.173415493,-5.337182218,-1.57E-04,11209.55827,-4.76E-04,0.002645503,1987.134984,1850.636075,0.096219931,0.18556701,0.281786942,0.419243986,0.618556701,-3.27E-06,30.14638808,0.041,0.875,0.033333333,-0.121183742,-0.054504589,0.067603783,0.237400079,0.082,0.087,0.044784979,0.063222434,4,7.10101117,0.097932434,0.028955527,0.651198344,0.523978231,0.010917324,2,-5.337182218,-0.01834909,0.056283386,1.988178782,2
1.3441.418,0.207,29.17744369,0.362455741,0.175572519,-5.425420696,0.007036827,25.1189612,-0.215989055,0,1753.164896,2096.256697,0.109634551,0.19269103,0.289036545,0.418604651,0.631229236,1.50E-06,42.86252355,0.044,0.872773537,0.033333333,-0.138356669,-0.055453206,0.997376624,0.176764191,0.087,0.0915,0.032422649,-0.279837032,4,8.050003597,0.102475456,0.106688145,0.650963167,0.560643748,0.042367206,2,-5.425420696,-0.01888802,0.070917638,1.922882813,2
1.3441.419,0.18,30.01316196,0.296959392,0.180543383,-5.439707274,0.01543336,3.278091899,-1.659412683,0,2034.137062,610.4632066,0.102880658,0.193415638,0.304526749,0.436213992,0.679012346,-7.08E-06,11.15454285,0.036,0.903593339,0.1,-0.141885683,-0.044660908,0.335915461,0.216606954,0.074,0.084,0.041871043,-1.139564644,4,12.63687077,0.087437892,0.049220439,0.635862919,0.55351981,0.022637669,2,-5.439707274,-0.016074007,0.061876695,2.002230598,2
1.3441.42,0.05575,5.373401042,0.891685261,0.258118235,-7.405584513,0.008109683,8.429885723,-0.878491685,0,19925.26067,2183.581562,0.126436782,0.24137931,0.367816092,0.517241379,0.724137931,-2.03E-06,12.6223092,0.016,0.699417152,-0.1,-0.017285618,-0.011748818,333.409932,1.16E-06,0.032,0.029,0.044194322,0.276296426,4,2.441550629,0.02807332,0.287207253,0.740020822,0.647129179,0.186563166,2,-7.405584513,-0.003790831,0.06925123,1.876991654,2
1.3441.420,0.096,29.23785655,-0.463257764,0.174502712,-6.206357143,0.298330557,0.017604702,-352.5397541,0,1004.899607,2429.027251,0.104166667,0.201388889,0.298611111,0.451388889,0.680555556,-6.22E-06,28.02259888,0.0215,0.933092224,-0.033333333,-0.070433873,-0.023182806,0.997253416,6.67E-08,0.043,0.06425,0.096734653,0.568862344,4,13.95846859,0.050903322,0.044727888,0.648079672,0.632429895,0.023016198,2,-6.206357143,-0.008201804,0.086356406,1.852518584,2
1.3441.421,0.1655,20.06838114,-0.023031874,0.2,-5.788806987,-0.345005111,0.024553181,-235.7660664,0,2228.025697,1159.901964,0.121212121,0.207792208,0.311688312,0.458874459,0.675324675,-6.88E-07,21.4885865,0.035,0.853275109,-0.1,-0.085965821,-0.039875712,0.997254859,0.446621377,0.072,0.07975,0.06137041,0.396214658,4,5.883600568,0.077539635,0.078808326,0.681304509,0.570815291,0.03787059,2,-5.788806987,-0.013394752,0.052872027,1.950218532,2
1.3441.422,0.1285,21.25964722,-0.377357225,0.20917917,-6.14146955,0.010728745,14.37815626,-0.427138879,0,503.1253235,921.4931836,0.109947644,0.209424084,0.32460733,0.471204188,0.696335079,-6.49E-06,19.13291269,0.03,0.80494263,-0.033333333,-0.055772358,-0.031056911,0.997314698,7.86E-12,0.062,0.083,0.076402576,0.605364901,4,4.223681488,0.063475205,0.052056601,0.701300404,0.733149423,0.019185961,2,-6.14146955,-0.010335508,0.084647164,1.817625614,2
1.3441.423,0.1795,22.33936912,0.230408747,0.188823031,-5.530074513,-0.024447864,3.841045669,-1.439731518,8.48E-04,4228.919537,3035.986809,0.104693141,0.19133574,0.288808664,0.411552347,0.606498195,5.61E-06,58.38891738,0.041,0.856054191,0.033333333,-0.09804631,-0.050108538,0.997319252,0.002059306,0.08,0.09,0.049521339,-0.014010864,4,5.731054408,0.088378149,0.015786368,0.672586146,0.59010099,0.007524449,2,-5.530074513,-0.015981367,0.05646629,1.971625128,2
1.3441.424,0.20325,inf,0.368407175,0.175918019,-5.354131512,0.036298156,1.030614576,-5.195086154,0.001710864,19476.86891,1002.016586,0.097902098,0.167832168,0.255244755,0.377622378,0.63986014,-2.97E-06,21.83360926,0.036,0.924850555,0.1,-0.160664303,-0.053368166,0.088098733,0.097474512,0.073,0.091,0.034463276,0.350112515,4,13.71603088,0.09857185,0.057619478,0.620422245,0.507959855,0.021437317,2,-5.354131512,-0.018410428,0.054912456,2.070614114,2
1.3441.425,0.1675,15.24175002,0.316579765,0.184921764,-5.423728307,-0.045873186,1.077779209,-5.032318551,0,4286.760234,3207.91287,0.125490196,0.203921569,0.337254902,0.490196078,0.71372549,-1.96E-06,22.18603706,0.042,0.86913229,0.033333333,-0.131438065,-0.047074026,0.215071589,0.412054716,0.0855,0.09475,0.062632027,-1.365688415,4,10.13983828,0.092978065,0.049818734,0.662017916,0.648097722,0.025704,2,-5.423728307,-0.017142832,0.073347971,1.868896322,2
1.3441.426,0.1165,13.87234665,-0.446858762,0.226868327,-6.163678826,0.007335768,24.1609693,-0.255108922,8.91E-04,4389.908477,1108.609542,0.116959064,0.210526316,0.321637427,0.485380117,0.742690058,-1.01E-05,17.70812132,0.028,0.827402135,0.033333333,-0.065672126,-0.027728231,0.997342509,8.51E-07,0.055,0.077,0.075020356,0.011860788,4,5.261078014,0.056764365,0.064449668,0.701624223,0.704305029,0.036267272,2,-6.163678826,-0.009209494,0.070745516,1.869495442,2
1.3441.427,0.1985,26.39361097,0.316504557,0.193056732,-5.423230313,0.003642378,32.89488828,-0.164865443,8.48E-04,6465.463875,2428.835787,0.104693141,0.184115523,0.296028881,0.429602888,0.657039711,9.83E-06,46.37832206,0.041,0.850973751,-0.033333333,-0.115987461,-0.051078739,0.198786706,0.722606646,0.082,0.099,0.070491191,0.094945641,4,6.486035126,0.094240847,0.080517354,0.65877413,0.577252623,0.041842799,2,-5.423230313,-0.017377253,0.047669386,1.989783181,2
1.3441.428,0.11675,21.17538321,-0.37683825,0.206167401,-6.123807048,0.005666489,28.90177735,-0.211883407,0,2304.781952,1130.938119,0.107344633,0.214689266,0.310734463,0.451977401,0.689265537,-9.20E-06,19.35969869,0.028,0.889867841,-0.033333333,-0.073282194,-0.028888526,352.7858575,3.66E-07,0.055,0.082,0.083450104,0.001572364,4,8.44516435,0.0610793,0.107922357,0.669729703,0.669002612,0.054952911,2,-6.123807048,-0.009974073,0.087428809,1.797997511,2
